latitude,longitude,acq_date,acq_time,iran_date,iran_time,year,month,day,satellite,instrument,detected_sensor,confidence,frp,brightness,daynight,scan,track
27.48776,52.96789,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,8.12,339.62,N,0.43,0.38
28.68391,52.09491,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,1.25,312.81,N,0.4,0.37
28.6846,52.09089,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,1.25,315.12,N,0.4,0.37
29.12035,52.64663,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,1,301.99,N,0.41,0.37
29.19255,52.84286,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,1.82,323.6,N,0.41,0.37
29.19326,52.83875,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,1.82,307.47,N,0.41,0.37
29.1993,52.84428,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,1.95,306.26,N,0.41,0.37
29.20203,54.48291,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,1.64,305.39,N,0.47,0.4
29.25693,53.12167,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,4.07,331.99,N,0.42,0.37
29.36774,52.61009,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,3.89,330.13,N,0.4,0.37
29.58217,52.57441,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,0.67,303.83,N,0.4,0.37
29.61817,51.67128,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,0.84,315.74,N,0.39,0.36
29.62453,52.44851,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,1.31,311.91,N,0.4,0.37
29.73665,52.65399,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,1.7,306.89,N,0.4,0.37
29.87945,52.87222,2026-09-22,2227,2026-09-23,01:57,2026,9,23,N20,VIIRS,VIIRS,n,1.69,317.73,N,0.41,0.37
27.47958,52.97084,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,1.33,308.64,N,0.48,0.4
27.48758,52.96718,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,23.29,347.39,N,0.48,0.4
27.49126,52.96778,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,1.27,308.12,N,0.48,0.4
28.68119,52.09072,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,1.27,308.28,N,0.55,0.42
28.68511,52.0913,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,1.27,312.33,N,0.55,0.42
28.76249,53.83083,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,0.67,302.87,N,0.45,0.39
28.78308,53.75797,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,1.59,310.57,N,0.46,0.39
29.19171,52.84149,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,1.8,304.82,N,0.51,0.41
29.19473,52.84369,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,2.16,305.85,N,0.51,0.41
29.20335,54.48384,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,0.92,303.06,N,0.43,0.38
29.25574,53.12197,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,6.41,342,N,0.49,0.41
29.2561,53.12351,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,2.84,326.81,N,0.49,0.41
29.25673,53.1184,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,3.66,322.47,N,0.49,0.41
29.36872,52.61174,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,3.7,325.68,N,0.52,0.42
29.61509,51.67321,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,1.69,312.7,N,0.39,0.44
29.62258,52.44876,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,0.92,304.16,N,0.54,0.42
29.73642,52.65429,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,2.15,303.31,N,0.53,0.42
29.8775,52.87186,2026-09-22,2208,2026-09-23,01:38,2026,9,23,N,VIIRS,VIIRS,n,1.16,301.16,N,0.52,0.41
27.48788,52.96858,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,n,17.64,338.48,N,0.36,0.58
27.48819,52.96492,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,h,17.64,367,N,0.36,0.58
27.6265,52.77199,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,n,0.77,307.26,N,0.37,0.58
28.68151,52.09218,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,n,2.51,322.03,N,0.42,0.61
29.25625,53.12351,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,n,4.82,298.42,N,0.37,0.58
29.25654,53.11967,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,h,4.82,367,N,0.37,0.58
29.36705,52.61148,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,n,2.18,319.95,N,0.4,0.6
29.36734,52.61213,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,n,3.02,314.76,N,0.4,0.6
29.62377,52.44814,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,n,1.2,310.96,N,0.41,0.61
29.87603,52.87109,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,n,0.77,299.6,N,0.39,0.59
29.87741,52.87029,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,n,1.52,306.07,N,0.39,0.59
29.88148,52.87162,2026-09-22,2131,2026-09-23,01:01,2026,9,23,N21,VIIRS,VIIRS,n,0.77,299.54,N,0.39,0.59
